GeneID	inverted	FS-FI	FS-FI.18	FS-FI.25	FS-FI.int	FS-MS	FS-MS.18	FS-MS.25	FS-MS.int	MS-FI	MS-FI.18	MS-FI.25	MS-FI.int	T18-25
mbo	Std	0.319433931	0.008870279	0.268827393	0.0015101	0.268827393	0.067593105	0.309290152	0.014648111	0.644365815	0.40060955	0.929713162	0.418797564	0.008059041
gus	Std	0.185830306	0.06161478	0.775523486	0.164738709	0.775523486	0.630418248	0.437221697	0.275301109	0.13309482	0.159459166	0.289355157	0.758832513	0.003904089
gukh	In3RP	0.083071071	0.047052524	0.392994289	0.315485993	0.392994289	0.184758039	0.491599574	0.576127198	0.60405125	0.493928439	0.867637377	0.65457037	3.67E-05
eIF1A	In3RP	0.201732027	0.184964031	0.443050243	0.622177647	0.443050243	0.085693699	0.198788287	0.697770148	0.569384019	0.685020638	0.598913927	0.916288628	0.880440978
msk	Std	0.112228052	0.039634401	0.589524123	0.182835712	0.589524123	0.090630199	0.982352932	0.147376784	0.579943092	0.698794617	0.60396578	0.905881064	2.40E-10
clumsy	Std	0.034651228	0.000881641	0.837080697	0.009297635	0.837080697	0.019415626	0.904926186	0.042921084	0.398130799	0.271893199	0.749132495	0.533560613	3.34E-10
cav	In3RP	0.001921556	0.000387616	0.133804315	0.046193524	0.133804315	0.1903661	0.871658519	0.195096459	0.014411882	0.016766357	0.100728477	0.484153123	0.095961914
eIF5B	Std	0.751461698	0.787328326	0.43331416	0.359843239	0.43331416	0.223835391	0.067691157	0.577907735	0.12115965	0.139235777	0.286000347	0.716482793	1.70E-08
bonsai	Std	0.503256577	0.117040232	0.606032699	0.070082388	0.606032699	0.040460784	0.674787965	0.031222069	0.709088149	0.608492599	0.924059868	0.713986621	8.99E-08
bip2	Std	0.323947355	0.117844541	0.968244245	0.183525448	0.968244245	0.93295981	0.853401812	0.814998739	0.294644106	0.138066301	0.822102978	0.270354035	0.979603519
bip1	Std	0.032024369	0.006176433	0.490664726	0.055346395	0.490664726	0.066255263	0.903969582	0.081072078	0.280046227	0.333429085	0.422328604	0.873702763	0.002012332
antdh	Std	0.38662325	0.144058239	0.935275982	0.285070005	0.935275982	0.403874062	0.005576488	0.047655595	0.002171325	0.024654822	0.004956646	0.42100404	0.000106355
aft	Std	0.163017806	0.00709791	0.589843724	0.004891772	0.589843724	0.000332914	0.702128119	0.003390923	0.231329456	0.29339637	0.36162091	0.899093636	0.000701092
X11L	Std	0.039565582	0.002360515	0.804498327	0.012955419	0.804498327	0.192035546	0.758217304	0.161033217	0.142667806	0.066146253	0.579440073	0.255398408	0.000156427
Ugt35b	Std	0.003344094	0.002063101	0.076930542	0.230767826	0.076930542	0.96345107	0.45753682	0.488381396	0.000987666	0.00237624	0.014556094	0.592717386	0.030665978
Ugt35a	Std	0.015768036	0.002211919	0.396480706	0.043145896	0.396480706	0.049145115	0.516337064	0.243180575	0.394584159	0.234935645	0.844422174	0.382365282	0.900573278
Ubc10	Std	0.421679164	0.496481858	0.524547758	0.969229754	0.524547758	0.61737145	0.327624734	0.676212223	0.918921668	0.857566849	0.730080452	0.64823868	0.174793275
Tsc1	In3RP	0.2224073	0.013180649	0.587990131	0.009207998	0.587990131	0.175334202	0.206005723	0.024999528	0.24358501	0.237830946	0.464806364	0.692525149	1.35E-07
Traf4	Std	0.161155905	0.062530609	0.617891838	0.276095336	0.617891838	0.287522861	0.308612695	0.073907399	0.159101746	0.412359839	0.142416962	0.521451039	0.003710151
Tom	Std	0.280601845	0.19671809	0.451384276	0.842835076	0.451384276	0.245672684	0.555242089	0.175983139	0.341831009	0.948776259	0.230261544	0.237178139	0.0642635
Tak1	Std	0.074033131	0.00475355	0.969452822	0.014567905	0.969452822	0.411682471	0.575915385	0.232025199	0.103426093	0.038719743	0.551478707	0.195292305	2.60E-05
Taf10b	Std	0.476284869	0.873025593	0.181775348	0.198071269	0.181775348	0.03714872	0.097707892	0.644564697	0.003663379	0.052109053	0.004150474	0.392939363	0.148719574
Mad1	Std	0.328286545	0.051872933	0.695525587	0.042157007	0.695525587	0.335441015	0.65624171	0.220657167	0.515790545	0.315062184	0.956724969	0.406539821	0.039025515
Sep.05	Std	0.161131599	0.074818369	0.648097913	0.21612068	0.648097913	0.259068327	0.541972814	0.130041684	0.294184678	0.50173029	0.295089633	0.74098926	0.31299135
Sara	Std	0.788104112	0.811853662	0.839976469	0.975230371	0.839976469	0.655263587	0.44269385	0.778338426	0.635307169	0.834287763	0.571213454	0.754742906	0.002689465
SRPK	Std	0.011220573	0.001342612	0.364311169	0.036121804	0.364311169	0.070631202	0.950413436	0.127450419	0.148130114	0.127511927	0.39712838	0.547811351	0.27431393
SAK	Std	0.276620508	0.060948191	0.876655681	0.072991515	0.876655681	0.550271045	0.6335921	0.350476468	0.321024778	0.196034247	0.74879124	0.387878695	0.023305363
RpL23A	Std	0.353051683	0.304465496	0.620389458	0.644312899	0.620389458	0.973302042	0.618664149	0.643186866	0.517249594	0.289002204	0.998239706	0.355608997	0.026210885
RpII33	Std	0.656277048	0.051761259	0.195276302	0.005769415	0.195276302	0.124402665	0.94287159	0.152624921	0.627706366	0.676820615	0.225711327	0.159504837	0.004855268
Rhp	Std	0.054504476	0.003574015	0.751234898	0.031492676	0.751234898	0.11255264	0.564053832	0.069937984	0.166671956	0.156889092	0.38023853	0.69884844	4.28E-08
RhoGAPp190	Std	0.047048091	0.005104877	0.688237493	0.032717112	0.688237493	0.548210588	0.697065894	0.8543114	0.159363547	0.024181831	0.990336595	0.049540005	0.305283387
Rgl	Std	0.177968085	0.077191646	0.669230483	0.236442402	0.669230483	0.775427032	0.329783784	0.274762617	0.08052015	0.136295284	0.166032618	0.933906572	0.260670657
Rep	Std	0.244052819	0.160023509	0.616686056	0.426892223	0.616686056	0.142477995	0.640937234	0.378329821	0.98099298	0.942246257	0.974018619	0.92745459	0.010766708
Pten	Std	0.712470496	0.199199088	0.491062473	0.088855069	0.491062473	0.555423716	0.973843568	0.62893293	0.990357308	0.484349699	0.473838766	0.220476895	0.089089555
Prosbeta3	Std	0.546197277	0.547815335	0.698694503	0.852053202	0.698694503	0.320820565	0.988623557	0.394273446	0.989095007	0.692534004	0.709424582	0.504705398	0.015174017
Or43b	Std	0.872788413	0.452915563	0.305677984	0.126054361	0.305677984	0.281430562	0.294947492	0.067674028	0.851288237	0.733922238	0.978255296	0.752831755	0.388789747
Noa36	Std	0.615426096	0.519716607	0.859938899	0.682025788	0.859938899	0.516195429	0.979788876	0.555855206	0.905843575	0.994213657	0.840787086	0.856371679	0.514591609
Nipped-B	Std	0.203841527	0.042931108	0.976051369	0.081049076	0.976051369	0.389143161	0.982955475	0.465101039	0.459634471	0.23222162	0.993075966	0.30069072	0.296258907
NiPp1	Std	0.479391089	0.223160646	0.921953194	0.243157611	0.921953194	0.04042871	0.696463655	0.130878849	0.405614854	0.380625873	0.628951456	0.726213283	0.121023354
Ndg	Std	0.940309781	0.509228359	0.574716533	0.289355937	0.574716533	0.022835537	0.634220977	0.092677282	0.096558952	0.093442198	0.306717009	0.491354489	0.039940871
Dronc	Std	0.910249301	0.675835152	0.815729908	0.571611159	0.815729908	0.612543824	0.519772522	0.906271061	0.416978645	0.356648882	0.682234084	0.658281789	0.333433501
Mpcp2	Std	0.986808256	0.694360507	0.716538287	0.511434741	0.716538287	0.367663614	0.449001611	0.903541683	0.303969928	0.198201325	0.691984212	0.437127108	3.04E-05
Idgf4	Std	0.712600997	0.721982599	0.339017416	0.255382525	0.339017416	0.582907796	0.051632516	0.216415303	0.241580948	0.366952965	0.308388793	0.919148142	0.016135894
Hus1-like	Std	0.772454381	0.890657517	0.743223619	0.854782475	0.743223619	0.767736726	0.192121011	0.33778739	0.198454075	0.664984049	0.110776392	0.258537774	7.87E-08
Hsc70Cb	Std	0.914780679	0.142750962	0.19789683	0.01870554	0.19789683	0.265684178	0.547896635	0.138863863	0.836905001	0.717275688	0.486442281	0.358280321	1.02E-07
Su(var)2-HP2	Std	0.153018063	0.015065397	0.888112315	0.02491517	0.888112315	0.638305942	0.763279886	0.503053396	0.183493076	0.04615158	0.872326108	0.107417457	0.940735504
HDAC6	Std	0.861244293	0.280833909	0.424392674	0.105306641	0.424392674	0.489279767	0.846040315	0.66347667	0.473984518	0.079984284	0.544120722	0.041900877	3.11E-09
Grip84	Std	0.032916604	0.003964074	0.564638477	0.039860955	0.564638477	0.024427136	0.927163045	0.041675373	0.40538477	0.4865967	0.504390889	0.982717997	6.82E-11
Grip75	Std	0.049299101	0.015267752	0.454243624	0.120649411	0.454243624	0.36512855	0.852164179	0.516293568	0.191879657	0.117721112	0.576911476	0.36342181	6.17E-05
Grip163	Std	0.156029902	0.010218329	0.777706117	0.013915489	0.777706117	0.103977927	0.432741888	0.457957653	0.95429443	0.319572084	0.291389403	0.077463207	0.000155581
Grip128	Std	0.064417825	0.00708257	0.788211213	0.030594932	0.788211213	0.171937538	0.78916121	0.153883563	0.236837251	0.161798153	0.593187495	0.444428162	0.007997353
Eaat2	Std	0.70773373	0.136167605	0.397791822	0.045810734	0.397791822	0.303863364	0.781768911	0.263849212	0.944278046	0.641139871	0.573576413	0.371421615	0.000126206
Eaat1	Std	0.086624979	0.007274583	0.926348306	0.024170865	0.926348306	0.069497089	0.486383421	0.031447967	0.295622948	0.351602449	0.432789024	0.907579061	4.49E-07
ear	Std	0.077427935	0.005307838	0.99382289	0.0137637	0.99382289	0.298725403	0.778296457	0.247803303	0.193605396	0.068728353	0.77312973	0.175665259	0.003028583
Drp1	Std	0.007005626	0.001060435	0.264582327	0.046797886	0.264582327	0.048833855	0.777599474	0.137901412	0.166112015	0.15172229	0.402444866	0.598023626	2.97E-05
Dek	Std	0.316206664	0.035393913	0.620743311	0.025023353	0.620743311	0.566586545	0.369400909	0.202711471	0.229179933	0.119096696	0.684890308	0.311730219	0.000186251
SPARC	Std	0.565018772	0.086980681	0.429189224	0.031547506	0.429189224	0.097821745	0.515934052	0.046996149	0.95916956	0.953797845	0.887349538	0.86215559	0.148939967
CG1979	Std	0.416642485	0.267073525	0.682602219	0.783389986	0.682602219	0.96049295	0.172381751	0.182006563	0.065901498	0.246461037	0.076532938	0.318721139	2.37E-06
CG1315	Std	0.027044094	0.005119063	0.448327394	0.058787056	0.448327394	0.539643526	0.033536796	0.019274009	0.002478277	0.024851433	0.005231785	0.695545353	0.018262264
CG1307	Std	0.787473887	0.400992893	0.677344571	0.274346764	0.677344571	0.441858935	0.960427752	0.524427049	0.811459332	0.945190284	0.64343403	0.645716425	0.000182442
CG5704	Std	0.34459002	0.234000543	0.750735478	0.413121724	0.750735478	0.223954767	0.638953391	0.470831228	0.910579112	0.971780675	0.879614005	0.922954721	0.004631764
ADD1	Std	0.141070399	0.01949081	0.973673589	0.043478475	0.973673589	0.210309062	0.694626538	0.153930297	0.341240003	0.257797453	0.670421338	0.536188892	0.430149737
hang	Std	0.130955757	0.009536417	0.858903378	0.015825799	0.858903378	0.255853771	0.783381705	0.453289511	0.508120988	0.128193408	0.650643014	0.087662663	0.148561092
CG5991	In3RP	0.510368635	0.950551678	0.246854172	0.296875726	0.246854172	0.046650933	0.400895502	0.284875654	0.018175348	0.053107657	0.049168692	0.98263797	1.38E-15
CG8677	Std	0.218019664	0.020727641	0.730683847	0.021221682	0.730683847	0.590719894	0.659436143	0.39585029	0.240006846	0.070587951	0.922963873	0.133804469	0.543021616
Hmg-2	Std	0.420146949	0.123663279	0.730740091	0.091816792	0.730740091	0.829031215	0.315266124	0.31215855	0.219170988	0.185223945	0.509704785	0.50809219	3.78E-09
Fie	Std	0.572089943	0.208859368	0.7446414	0.172291446	0.7446414	0.103958946	0.688669759	0.288586791	0.497176332	0.691675909	0.475154963	0.779421132	0.210863792
CG5707	Std	0.971271398	0.923850365	0.964275582	0.901116415	0.964275582	0.558028976	0.877816577	0.681872861	0.616745025	0.495328199	0.913808337	0.594144958	4.79E-09
Axn	Std	0.213216877	0.013841402	0.615438409	0.010207543	0.615438409	0.319059049	0.366937028	0.101515875	0.239772501	0.129594201	0.687429407	0.326744822	0.01845047
Apc2	In3RP	0.695011662	0.108199641	0.318075637	0.025406015	0.318075637	0.177972124	0.650160502	0.117539831	0.863539532	0.790669981	0.584364589	0.480511306	0.026900142
Ady43A	Std	0.781511433	0.671735103	0.968383082	0.745946726	0.968383082	0.350821336	0.534095557	0.81060286	0.503437751	0.60493129	0.56395362	0.936241232	7.93E-06
alpha-Man-IIb	Std	0.158962857	0.011288307	0.770602635	0.014031558	0.770602635	0.509822729	0.505962036	0.251450527	0.160355801	0.055177707	0.708735402	0.176107292	0.583701866
Taz	Std	0.14283295	0.249644149	0.209196145	0.934774017	0.209196145	0.013795874	0.786628316	0.052525164	0.808993723	0.168745239	0.326607117	0.043085671	0.431195376
tacc	Std	0.644839806	0.270075392	0.722038652	0.205731082	0.722038652	0.504042847	0.499516112	0.244694954	0.641953013	0.659902906	0.748284273	0.916189365	1.55E-05
nes	Std	0.583378905	0.429130188	0.917107311	0.548337819	0.917107311	0.27281003	0.530699793	0.675882064	0.610344318	0.754755014	0.601756816	0.855188205	0.427437395
ldlCp	Std	0.944243217	0.098721964	0.104153694	0.00549183	0.104153694	0.056663353	0.088529243	0.002306845	0.903327466	0.780747703	0.932674497	0.750683641	4.51E-10
MagR	Std	0.826679922	0.11297352	0.272321074	0.023320618	0.272321074	0.015679737	0.555235462	0.011988962	0.398157187	0.369945733	0.614757626	0.767830241	3.31E-11
IntS4	Std	0.19224232	0.019787791	0.787897513	0.022875887	0.787897513	0.183867239	0.775906543	0.157973427	0.51502342	0.296966959	0.987196573	0.369540303	0.00858251
l(1)G0045	Std	0.260364236	0.129171258	0.760453224	0.279579453	0.760453224	0.751353062	0.884157769	0.685945645	0.310951927	0.227744158	0.655017271	0.499807253	0.030813502
l(1)G0007	Std	0.524446526	0.052971196	0.353076442	0.014180052	0.353076442	0.365788657	0.423520321	0.140864233	0.570061305	0.291377586	0.897742311	0.303808139	0.693801095
fu12	Std	0.593574639	0.503404327	0.840302362	0.680598449	0.840302362	0.175543983	0.388848016	0.657145158	0.062575289	0.045511744	0.291889291	0.394205231	0.657665069
fat-spondin	Std	0.265149508	0.107012255	0.840499943	0.216185026	0.840499943	0.92078326	0.13059469	0.161295118	0.051238383	0.129951094	0.089839627	0.878472737	0.900536147
drosha	Std	0.377828859	0.056133204	0.60764492	0.035623924	0.60764492	0.204145228	0.48336331	0.088382478	0.6029079	0.508801485	0.850292077	0.678915686	4.30E-05
CG6171	Std	0.565195177	0.29695904	0.90302327	0.306007768	0.90302327	0.37145334	0.509994763	0.178585579	0.677611117	0.883566427	0.592636983	0.736493219	0.096608183
CG7857	Std	0.165000025	0.015301	0.769074089	0.015718017	0.769074089	0.184807162	0.27719874	0.038086695	0.236415179	0.25259755	0.428233151	0.737953218	4.71E-05
mRpL18	Std	0.380850646	0.364861038	0.599938269	0.726736923	0.599938269	0.901465941	0.222620206	0.343559564	0.956082479	0.434773269	0.48693028	0.201459674	0.496456333
Yippee	Std	0.334598227	0.06386086	0.777529064	0.065220804	0.777529064	0.027067075	0.688673672	0.112319759	0.512690066	0.691088592	0.501153505	0.805242342	0.001099777
XRCC1	Std	0.041262061	0.022783946	0.301198986	0.231110939	0.301198986	0.207338548	0.731921514	0.397801077	0.285629757	0.291981598	0.490700522	0.726386266	1.39E-08
Ugt37b1	Std	0.400995672	0.373631823	0.663878526	0.595002463	0.663878526	0.268558757	0.224636083	0.881292994	0.569024531	0.817765829	0.439331586	0.720638732	2.88E-07
Ugt37a1	Std	0.287235814	0.067834101	0.764968804	0.398503291	0.764968804	0.203522623	0.251400508	0.049113964	0.194701263	0.532849106	0.165386354	0.350834896	0.001050095
Tehao	Std	0.028354114	0.002537019	0.717413168	0.011957493	0.717413168	0.206707459	0.630141401	0.125828455	0.092114481	0.061493983	0.410936742	0.279154149	0.002227477
Trap1	Std	0.423866147	0.497046397	0.52805418	0.964976666	0.52805418	0.562454979	0.499268558	0.934217142	0.973355466	0.920484056	0.963806258	0.899438549	1.15E-06
Rad23	Std	0.290079944	0.055446389	0.837500473	0.065660915	0.837500473	0.19771247	0.502551036	0.091252394	0.494807533	0.514758371	0.640704159	0.872484483	5.91E-05
Rad1	Std	0.114665003	0.026102328	0.845116673	0.055760259	0.845116673	0.306594136	0.557195344	0.15814786	0.215749618	0.214763035	0.440094484	0.632595528	9.60E-05
Nhe1	Std	0.596759341	0.791144682	0.262069366	0.228113041	0.262069366	0.8250226	0.237203892	0.222505524	0.948170175	0.965807443	0.949404909	0.985475336	0.004321257
Thd1	Std	0.707397916	0.582137526	0.245051414	0.138944123	0.245051414	0.410064712	0.759402368	0.326320064	0.9547097	0.172325069	0.143620487	0.015852327	1.47E-14
CG14777	Std	0.046429192	0.00886954	0.519016071	0.084508044	0.519016071	0.257818797	0.845477283	0.255442219	0.149329046	0.121955274	0.409116204	0.538889724	0.007608432
MED18	Std	0.907823422	0.367618219	0.449716537	0.151625723	0.449716537	0.79856008	0.43008534	0.371336755	0.671501918	0.519331032	0.972873853	0.585390322	1.83E-07
CG11403	Std	0.042110739	0.006463086	0.639539691	0.033899294	0.639539691	0.032675291	0.793989379	0.081398519	0.604763689	0.527915215	0.837507833	0.696939209	1.35E-08
CG13364	Std	0.625439597	0.299056926	0.795825929	0.256956743	0.795825929	0.934562377	0.604103373	0.603668633	0.823278722	0.263533655	0.44036207	0.102639272	0.000803966
STUB1	Std	0.31603353	0.209002453	0.706440881	0.434880461	0.706440881	0.690422085	0.181149878	0.134083299	0.118776399	0.388471549	0.089867225	0.461513576	0.011243404
CSN5	In3RP	0.549286179	0.461076138	0.810801214	0.660142293	0.810801214	0.55412231	0.747582611	0.809068	0.969283596	0.885140791	0.934317213	0.843396021	0.000813101
CSN4	Std	0.356342689	0.36649917	0.543975105	0.790640686	0.543975105	0.573195772	0.903531984	0.550511756	0.515547856	0.733454695	0.468689209	0.738865068	0.009273067
CSN3	Std	0.20451073	0.263102103	0.336110188	0.881921796	0.336110188	0.980480547	0.789097157	0.80052007	0.159216121	0.274156657	0.223242746	0.916179487	0.061424804
CSN1b	Std	0.122912302	0.081727396	0.435703782	0.385993158	0.435703782	0.344353751	0.90957115	0.354493525	0.300050562	0.417235139	0.374544445	0.949736122	0.000224087
Eb1	Std	0.414630682	0.138926585	0.87609686	0.154973864	0.87609686	0.773281781	0.389643542	0.318738342	0.245038076	0.230512621	0.480124761	0.664382738	0.127299139
CG17322	Std	0.221263634	0.027861229	0.794106272	0.03130332	0.794106272	0.101648661	0.669340561	0.072183866	0.644343256	0.556288278	0.868065041	0.712022766	0.021347542
CG4302	Std	0.147928275	0.082545451	0.530211517	0.325138255	0.530211517	0.935075382	0.069169931	0.098445723	0.014064316	0.097512771	0.016585349	0.504804866	0.401018524
ValRS	Std	0.376837065	0.780512953	0.243765982	0.438023365	0.243765982	0.619022469	0.154220423	0.096566956	0.75503259	0.438711086	0.790039737	0.366068875	4.10E-11
TyrRS	Std	0.450988246	0.223613963	0.990479554	0.293912805	0.990479554	0.583218668	0.969882696	0.65679696	0.691389395	0.499775256	0.979383459	0.542236424	0.002358646
ThrRS	Std	0.835029118	0.718664625	0.985165093	0.742309483	0.985165093	0.466070642	0.32968924	0.140987453	0.716950972	0.711537369	0.338388682	0.249476426	2.74E-07
ProRS-m	Std	0.006899861	0.087691957	0.005327748	0.388358746	0.005327748	0.86113933	0.074950705	0.098171134	0.071341263	0.061312245	0.282932225	0.444945765	0.001249426
MetRS-m	Std	0.628354076	0.143800823	0.450227158	0.054127565	0.450227158	0.049514736	0.765124111	0.124852271	0.339158671	0.591102707	0.299542423	0.67955782	4.47E-07
LysRS	Std	0.538807725	0.28232391	0.944214846	0.320300472	0.944214846	0.821669146	0.318209188	0.286938314	0.276827411	0.393627053	0.352410401	0.943204895	5.83E-12
LeuRS-m	Std	0.073354105	0.044273997	0.366332021	0.302107666	0.366332021	0.231204678	0.900792898	0.243977167	0.257889498	0.402027654	0.308145559	0.885953372	2.39E-07
